priority,word,zh,category,filename,prompt
1,necklace,項鍊,Clothing & accessories,data/images/vocab/word_necklace.webp,"a shiny necklace on a jewelry box, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,needle,針,Houses & apartments,data/images/vocab/word_needle.webp,"a sharp needle on a sewing machine, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,novel,小說,"Sports, interests & hobbies",data/images/vocab/word_novel.webp,"a bestselling novel on a bookstore shelf, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,nurse,護士,Occupations,data/images/vocab/word_nurse.webp,"a nurse in a white uniform, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,nut,堅果,Food & drinks,data/images/vocab/word_nut.webp,"a brown nut on a wooden table, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,officer,官,Occupations,data/images/vocab/word_officer.webp,"a police officer in uniform, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,oil,油,Food & drinks,data/images/vocab/word_oil.webp,"a bottle of oil on a kitchen counter, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,onion,洋蔥,Food & drinks,data/images/vocab/word_onion.webp,"a sliced onion on a kitchen counter, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,order,命令,Food & drinks,data/images/vocab/word_order.webp,"a chef giving an order in a restaurant kitchen, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,oven,烤箱,Houses & apartments,data/images/vocab/word_oven.webp,"a modern oven in a sleek kitchen, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,overpass,高架橋,Transportation,data/images/vocab/word_overpass.webp,"a busy overpass with cars driving underneath, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,owner,擁有者,Occupations,data/images/vocab/word_owner.webp,"a proud owner holding a certificate, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,ox,牛,Animals & insects,data/images/vocab/word_ox.webp,"an ox pulling a plow in a field, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,paint,畫,"Sports, interests & hobbies",data/images/vocab/word_paint.webp,"a palette of paint with brushes on an easel, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,painter,畫家,Occupations,data/images/vocab/word_painter.webp,"a skilled painter working on a canvas, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,pajamas,睡衣,Clothing & accessories,data/images/vocab/word_pajamas.webp,"a pair of blue pajamas on a bed, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,pan,平底鍋,Houses & apartments,data/images/vocab/word_pan.webp,"a shiny metal pan on a kitchen stove, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,pants,褲子,Clothing & accessories,data/images/vocab/word_pants.webp,"a pair of jeans hanging on a clothesline, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,papaya,木瓜,Food & drinks,data/images/vocab/word_papaya.webp,"a ripe papaya on a fruit platter, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,parking lot,停車場,Transportation,data/images/vocab/word_parking_lot.webp,"a large parking lot with many cars, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,parrot,鸚鵡,Animals & insects,data/images/vocab/word_parrot.webp,"a colorful parrot perched on a tree branch, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,passenger,乘客,Transportation,data/images/vocab/word_passenger.webp,"a passenger sitting in a car seat, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,path,小路,Transportation,data/images/vocab/word_path.webp,"a winding path through a green forest, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,peach,桃,Food & drinks,data/images/vocab/word_peach.webp,"a juicy peach on a tree branch, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,pear,梨,Food & drinks,data/images/vocab/word_pear.webp,"a pear on a wooden table, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,pepper,胡椒,Food & drinks,data/images/vocab/word_pepper.webp,"a black pepper shaker on a dining table, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,pet,寵物,Animals & insects,data/images/vocab/word_pet.webp,"a cute dog sitting on a cushion, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,piano,鋼琴,"Sports, interests & hobbies",data/images/vocab/word_piano.webp,"a grand piano in a concert hall, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,picnic,野餐,"Sports, interests & hobbies",data/images/vocab/word_picnic.webp,"a family having a picnic in a park, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,pie,派,Food & drinks,data/images/vocab/word_pie.webp,"a delicious apple pie on a plate, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,pigeon,鴿子,Animals & insects,data/images/vocab/word_pigeon.webp,"a grey pigeon perched on a windowsill, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,pillow,枕頭,Houses & apartments,data/images/vocab/word_pillow.webp,"a pillow on a bed, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,pineapple,鳳梨,Food & drinks,data/images/vocab/word_pineapple.webp,"a fresh pineapple on a plate, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,plain,清楚的,Geographical terms,data/images/vocab/word_plain.webp,"a vast plain with a few trees, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,plate,盤子,Tableware,data/images/vocab/word_plate.webp,"a white plate with a slice of cake, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,platform,平台,Transportation,data/images/vocab/word_platform.webp,"a train waiting at a platform, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,pocket,口袋,Clothing & accessories,data/images/vocab/word_pocket.webp,"a pocket on a pair of jeans, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,police,警察,Occupations,data/images/vocab/word_police.webp,"a police officer standing in front of a patrol car, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,pond,池塘,Geographical terms,data/images/vocab/word_pond.webp,"a small pond with a fountain and ducks swimming, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,pool,水池,Places & locations,data/images/vocab/word_pool.webp,"a blue swimming pool with a diving board, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,pop music,流行音樂,"Sports, interests & hobbies",data/images/vocab/word_pop_music.webp,"a teenager listening to music on headphones, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,popcorn,爆米花,Food & drinks,data/images/vocab/word_popcorn.webp,"a bowl of freshly popped popcorn on a table, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,pork,豬肉,Food & drinks,data/images/vocab/word_pork.webp,"a plate of roasted pork with vegetables on a table, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,pot,鍋,Houses & apartments,data/images/vocab/word_pot.webp,"a big pot on a stove with steam coming out, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,potato,馬鈴薯,Food & drinks,data/images/vocab/word_potato.webp,"a potato on a kitchen counter, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,president,總統,Occupations,data/images/vocab/word_president.webp,"a president standing at a podium, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,priest,牧師,Occupations,data/images/vocab/word_priest.webp,"a priest in a white robe standing in a church, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,pumpkin,南瓜,Food & drinks,data/images/vocab/word_pumpkin.webp,"a pumpkin on a wooden table, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,purse,錢包,Clothing & accessories,data/images/vocab/word_purse.webp,"a brown purse on a woman's shoulder, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,puzzle,謎,"Sports, interests & hobbies",data/images/vocab/word_puzzle.webp,"a puzzle with missing pieces on a table, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,quick,快的,Transportation,data/images/vocab/word_quick.webp,"a cartoon child running quickly, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,race,種族,"Sports, interests & hobbies",data/images/vocab/word_race.webp,"a group of people running a marathon, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,radio,收音機,Houses & apartments,data/images/vocab/word_radio.webp,"an old radio on a shelf, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,railroad,鐵路,Transportation,data/images/vocab/word_railroad.webp,"a long railroad track with trains passing by, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,railway,鐵路,Transportation,data/images/vocab/word_railway.webp,"a railway station with trains and people waiting, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,raincoat,雨衣,Clothing & accessories,data/images/vocab/word_raincoat.webp,"a yellow raincoat hanging on a hook, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,rat,鼠,Animals & insects,data/images/vocab/word_rat.webp,"a brown rat in a cage, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,refrigerator (fridge),冰箱,Houses & apartments,data/images/vocab/word_refrigerator.webp,"a white refrigerator in a kitchen, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,repair,維修,Houses & apartments,data/images/vocab/word_repair.webp,"a person repairing a broken chair, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,reporter,記者,Occupations,data/images/vocab/word_reporter.webp,"a reporter holding a microphone, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,ride,騎,Transportation,data/images/vocab/word_ride.webp,"a cartoon child riding a bike, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,ring,戒指,Clothing & accessories,data/images/vocab/word_ring.webp,"a golden ring on a person's finger, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,river,河,Geographical terms,data/images/vocab/word_river.webp,"a serene river flowing through a valley, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,road,路,Houses & apartments,data/images/vocab/word_road.webp,"a winding road through a forest, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,roof,屋頂,Houses & apartments,data/images/vocab/word_roof.webp,"a red roof with chimney on a house, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,room,房間,Houses & apartments,data/images/vocab/word_room.webp,"a cozy bedroom with a bed, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,sail,帆,Transportation,data/images/vocab/word_sail.webp,"a sail on a boat in the ocean, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,sailor,水手,Occupations,data/images/vocab/word_sailor.webp,"a sailor in uniform on a ship, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,salad,沙拉,Food & drinks,data/images/vocab/word_salad.webp,"a fresh green salad in a bowl, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,salesman,推銷員,Occupations,data/images/vocab/word_salesman.webp,"a smiling salesman standing behind a counter, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,salt,鹽,Food & drinks,data/images/vocab/word_salt.webp,"a shaker of salt on a kitchen table, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,sandwich,三明治,Food & drinks,data/images/vocab/word_sandwich.webp,"a delicious sandwich cut into two halves, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,saucer,碟子,Tableware,data/images/vocab/word_saucer.webp,"a delicate saucer with a cup on a table, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,scarf,圍巾,Clothing & accessories,data/images/vocab/word_scarf.webp,"a colorful scarf wrapped around a neck, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,scientist,科學家,Occupations,data/images/vocab/word_scientist.webp,"a scientist in lab coat with goggles, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,scooter,小型摩托車,Transportation,data/images/vocab/word_scooter.webp,"a kid riding a scooter on a sidewalk, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,seafood,海鮮,Food & drinks,data/images/vocab/word_seafood.webp,"a plate of seafood with shrimp and fish, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,secretary,秘書,Occupations,data/images/vocab/word_secretary.webp,"a secretary sitting at a desk with a computer, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,servant,僕人,Occupations,data/images/vocab/word_servant.webp,"a butler standing in front of a mansion, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,shark,鯊魚,Animals & insects,data/images/vocab/word_shark.webp,"a shark swimming in the ocean, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,sheet,床單,Houses & apartments,data/images/vocab/word_sheet.webp,"a bed with a white sheet, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,shelf,架子,Houses & apartments,data/images/vocab/word_shelf.webp,"a bookshelf with books and decorations, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,shirt,襯衫,Clothing & accessories,data/images/vocab/word_shirt.webp,"a white shirt on a clothesline, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,shopkeeper,店主,Occupations,data/images/vocab/word_shopkeeper.webp,"a shopkeeper standing behind a counter, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,shorts,短褲,Clothing & accessories,data/images/vocab/word_shorts.webp,"a pair of blue shorts on a beach towel, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,shower,淋浴,Weather & nature,data/images/vocab/word_shower.webp,"a shower head with water flowing, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,shrimp,蝦,Food & drinks,data/images/vocab/word_shrimp.webp,"a plate of shrimp on a table, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,sidewalk,人行道,Transportation,data/images/vocab/word_sidewalk.webp,"a sidewalk with people walking, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,singer,歌手,Occupations,data/images/vocab/word_singer.webp,"a female singer holding a microphone on stage, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,sink,下沉,Houses & apartments,data/images/vocab/word_sink.webp,"a kitchen sink with water flowing, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,skate,滑冰,"Sports, interests & hobbies",data/images/vocab/word_skate.webp,"a child skating on an ice rink, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,skirt,裙子,Clothing & accessories,data/images/vocab/word_skirt.webp,"a colorful skirt hanging on a clothesline, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,sky,天空,Weather & nature,data/images/vocab/word_sky.webp,"a blue sky with white clouds and a sun, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,slippers,拖鞋,Clothing & accessories,data/images/vocab/word_slippers.webp,"a pair of cozy slippers on a floor mat, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,slow,慢的,Transportation,data/images/vocab/word_slow.webp,"a cartoon child walking slowly with a sad face, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,snack,小吃,Food & drinks,data/images/vocab/word_snack.webp,"a bowl of snack on a coffee table, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,snail,蝸牛,Animals & insects,data/images/vocab/word_snail.webp,"a small snail on a green leaf, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,sneakers,運動鞋,Clothing & accessories,data/images/vocab/word_sneakers.webp,"a pair of white sneakers on a shoe rack, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,snowman,雪人,Weather & nature,data/images/vocab/word_snowman.webp,"a happy snowman standing in a snowfield, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,soap,肥皂,Houses & apartments,data/images/vocab/word_soap.webp,"a bar of soap in a bathroom soap dish, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,soccer,足球,"Sports, interests & hobbies",data/images/vocab/word_soccer.webp,"a soccer ball on a green soccer field, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,socks,襪子,Clothing & accessories,data/images/vocab/word_socks.webp,"a pair of socks on a laundry basket, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,soda,蘇打,Food & drinks,data/images/vocab/word_soda.webp,"a glass of fizzy soda on a table, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,sofa,沙發,Houses & apartments,data/images/vocab/word_sofa.webp,"a brown sofa in a cozy living room, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,soft drink,汽水,Food & drinks,data/images/vocab/word_soft_drink.webp,"a can of cold soft drink on a picnic blanket, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,softball,壘球,"Sports, interests & hobbies",data/images/vocab/word_softball.webp,"a softball bat and ball on a grassy field, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,soldier,士兵,Occupations,data/images/vocab/word_soldier.webp,"a soldier in uniform standing at attention, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,soup,湯水,Food & drinks,data/images/vocab/word_soup.webp,"a bowl of hot soup on a table, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,sour,酸的,Food & drinks,data/images/vocab/word_sour.webp,"a sour lemon on a plate, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,soy-sauce,醬油,Food & drinks,data/images/vocab/word_soy_sauce.webp,"a bottle of soy-sauce on a kitchen counter, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,spaghetti,義大利細麵條,Food & drinks,data/images/vocab/word_spaghetti.webp,"a plate of spaghetti with tomato sauce, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,speaker,揚聲器,Houses & apartments,data/images/vocab/word_speaker.webp,"a speaker on a living room shelf, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,spider,蜘蛛,Animals & insects,data/images/vocab/word_spider.webp,"a small spider crawling on a leaf, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,spoon,湯匙,Tableware,data/images/vocab/word_spoon.webp,"a spoon lying next to a bowl of cereal, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,sports,運動的,"Sports, interests & hobbies",data/images/vocab/word_sports.webp,"a child playing soccer in a green field, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,spring,春天,Time,data/images/vocab/word_spring.webp,"a blooming flower in a sunny spring garden, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,stairs,樓梯,Houses & apartments,data/images/vocab/word_stairs.webp,"a staircase in a modern house, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,stamp,郵票,"Sports, interests & hobbies",data/images/vocab/word_stamp.webp,"a colorful stamp on an envelope, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,station,車站,Transportation,data/images/vocab/word_station.webp,"a busy train station with many people, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,steak,牛排,Food & drinks,data/images/vocab/word_steak.webp,"a grilled steak on a plate, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,storm,風暴,Weather & nature,data/images/vocab/word_storm.webp,"a dark storm cloud with lightning, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,stormy,暴風雨的,Weather & nature,data/images/vocab/word_stormy.webp,"a stormy sea with big waves, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,stove,火爐,Houses & apartments,data/images/vocab/word_stove.webp,"a stove with a pot boiling on it, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,straw,稻草,Tableware,data/images/vocab/word_straw.webp,"a straw in a glass of juice, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,stream,溪流,Geographical terms,data/images/vocab/word_stream.webp,"a small stream running through a forest, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,street,街道,Houses & apartments,data/images/vocab/word_street.webp,"a busy street with many cars and people, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,subway,捷運,Transportation,data/images/vocab/word_subway.webp,"a subway train arriving at a station, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,sugar,糖,Food & drinks,data/images/vocab/word_sugar.webp,"a bowl of white sugar on a kitchen counter, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,suit,套裝,Clothing & accessories,data/images/vocab/word_suit.webp,"a man wearing a formal suit, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,sunny,陽光明媚,Weather & nature,data/images/vocab/word_sunny.webp,"a bright sunny day with a smiling sun, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,surf,衝浪,"Sports, interests & hobbies",data/images/vocab/word_surf.webp,"a person surfing on a wave in the ocean, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,swan,天鵝,Animals & insects,data/images/vocab/word_swan.webp,"a beautiful swan swimming in a lake, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,sweater,毛衣,Clothing & accessories,data/images/vocab/word_sweater.webp,"a cozy sweater hanging on a clothes rack, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,sweep,掃,Houses & apartments,data/images/vocab/word_sweep.webp,"a person sweeping the floor with a broom, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,sweet,甜的,Food & drinks,data/images/vocab/word_sweet.webp,"a delicious sweet cake with colorful icing, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,swimsuit,泳裝,Clothing & accessories,data/images/vocab/word_swimsuit.webp,"a woman wearing a colorful swimsuit, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,T-shirt,T恤,Clothing & accessories,data/images/vocab/word_t_shirt.webp,"a white T-shirt on a clothesline, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,table,桌子,Houses & apartments,data/images/vocab/word_table.webp,"a wooden table with chairs in a living room, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,table tennis,乒乓球,"Sports, interests & hobbies",data/images/vocab/word_table_tennis.webp,"a man playing table tennis with a friend, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,tangerine,柑橘,Food & drinks,data/images/vocab/word_tangerine.webp,"a basket of fresh tangerines, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,tank,坦克,Transportation,data/images/vocab/word_tank.webp,"a military tank driving on a battlefield, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,tape,磁帶,Houses & apartments,data/images/vocab/word_tape.webp,"a roll of brown tape on a desk, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,taxi,計程車,Transportation,data/images/vocab/word_taxi.webp,"a yellow taxi driving down a city street, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,tea,茶,Food & drinks,data/images/vocab/word_tea.webp,"a cup of hot tea on a wooden table, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,team,團隊,"Sports, interests & hobbies",data/images/vocab/word_team.webp,"a group of children wearing sports jerseys, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,teapot,茶壺,Houses & apartments,data/images/vocab/word_teapot.webp,"a teapot pouring tea into a cup, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,telephone (phone),電話,Houses & apartments,data/images/vocab/word_telephone.webp,"a white phone on a bedside table, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,television (TV),電視,Houses & apartments,data/images/vocab/word_television.webp,"a large TV on a living room wall, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,temperature,溫度,Weather & nature,data/images/vocab/word_temperature.webp,"a thermometer showing temperature, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,tennis,網球,"Sports, interests & hobbies",data/images/vocab/word_tennis.webp,"a tennis racket and ball on a green court, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,tent,帳篷,"Sports, interests & hobbies",data/images/vocab/word_tent.webp,"a colorful tent in a green field, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,thunder,雷,Weather & nature,data/images/vocab/word_thunder.webp,"dark clouds with lightning and thunder, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,tie,領帶,Clothing & accessories,data/images/vocab/word_tie.webp,"a man wearing a red tie, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,toilet,洗手間,Houses & apartments,data/images/vocab/word_toilet.webp,"a toilet in a small bathroom, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,tomato,番茄,Food & drinks,data/images/vocab/word_tomato.webp,"a red tomato on a kitchen counter, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,toothbrush,牙刷,Houses & apartments,data/images/vocab/word_toothbrush.webp,"a toothbrush in a cup near a sink, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,traffic,交通,Transportation,data/images/vocab/word_traffic.webp,"a busy street with cars and traffic lights, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,travel,旅行,"Sports, interests & hobbies",data/images/vocab/word_travel.webp,"a suitcase with a travel tag, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,trousers,褲子,Clothing & accessories,data/images/vocab/word_trousers.webp,"a pair of trousers hanging on a hook, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,trumpet,喇叭,"Sports, interests & hobbies",data/images/vocab/word_trumpet.webp,"a shiny trumpet on a music stand, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,turkey,火雞,Animals & insects,data/images/vocab/word_turkey.webp,"a brown turkey standing on a farm, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,turtle,龜,Animals & insects,data/images/vocab/word_turtle.webp,"a small turtle swimming in a pond, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,typhoon,颱風,Weather & nature,data/images/vocab/word_typhoon.webp,"a dark sky with strong winds and heavy rain, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,umbrella,傘,Clothing & accessories,data/images/vocab/word_umbrella.webp,"a colorful umbrella standing on a sidewalk, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,underpass,地下通道,Transportation,data/images/vocab/word_underpass.webp,"a car driving through an underpass tunnel, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,underwear,內衣,Clothing & accessories,data/images/vocab/word_underwear.webp,"a pair of colorful underwear on a clothesline, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,uniform,制服,Clothing & accessories,data/images/vocab/word_uniform.webp,"a school uniform hanging on a hook, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,upstairs,樓上,Houses & apartments,data/images/vocab/word_upstairs.webp,"a staircase leading up to a cozy bedroom, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
